id,energy_star_rating,backfilled_energy_star_rating
10762,50.0,50.0
10763,,46.1
10764,,65.63636363636364
10765,1.0,1.0
10766,77.0,77.0
10767,19.0,19.0
10768,70.0,70.0
10769,55.0,55.0
10770,98.0,98.0
10771,69.0,69.0
10772,73.0,73.0
10773,92.0,92.0
10774,59.0,59.0
10775,53.0,53.0
10776,9.0,9.0
10777,73.0,73.0
10778,64.0,64.0
10779,,47.75
10780,,66.18181818181819
10781,56.0,56.0
10782,1.0,1.0
10783,,51.69230769230769
10784,85.0,85.0
10785,48.0,48.0
10786,66.0,66.0
10787,100.0,100.0
10788,57.0,57.0
10789,26.0,26.0
10790,,58.55555555555556
10791,53.0,53.0
10792,57.0,57.0
10793,25.0,25.0
10794,60.0,60.0
10795,53.0,53.0
10796,35.0,35.0
10797,54.0,54.0
10798,,56.0
10799,69.0,69.0
10800,82.0,82.0
10801,69.0,69.0
10802,,59.75
10803,46.0,46.0
10804,79.0,79.0
10805,97.0,97.0
10806,47.0,47.0
10807,21.0,21.0
10808,9.0,9.0
10809,60.0,60.0
10810,,56.5
10811,,49.857142857142854
10812,,55.30769230769231
10813,64.0,64.0
10814,,70.28571428571429
10815,72.0,72.0
10816,96.0,96.0
10817,29.0,29.0
10818,18.0,18.0
10819,99.0,99.0
10820,80.0,80.0
10821,48.0,48.0
10822,,49.5
10823,15.0,15.0
10824,21.0,21.0
10825,20.0,20.0
10826,33.0,33.0
10827,,65.75
10828,87.0,87.0
10829,94.0,94.0
10830,22.0,22.0
10831,77.0,77.0
10832,72.0,72.0
10833,79.0,79.0
10834,80.0,80.0
10835,66.0,66.0
10836,5.0,5.0
10837,34.0,34.0
10838,42.0,42.0
10839,25.0,25.0
10840,64.0,64.0
10841,58.0,58.0
10842,16.0,16.0
10843,67.0,67.0
10844,61.0,61.0
10845,83.0,83.0
10846,,54.083333333333336
10847,95.0,95.0
10848,59.0,59.0
10849,44.0,44.0
10850,59.0,59.0
10851,65.0,65.0
10852,20.0,20.0
10853,82.0,82.0
10854,56.0,56.0
10855,17.0,17.0
10856,66.0,66.0
10857,46.0,46.0
10858,56.0,56.0
10859,91.0,91.0
10860,91.0,91.0
10861,7.0,7.0
10862,90.0,90.0
10863,90.0,90.0
10864,71.0,71.0
10865,,51.0
10866,,63.07692307692308
10867,,49.15
10868,79.0,79.0
10869,44.0,44.0
10870,30.0,30.0
10871,55.0,55.0
10872,83.0,83.0
10873,90.0,90.0
10874,20.0,20.0
10875,42.0,42.0
10876,78.0,78.0
10877,53.0,53.0
10878,31.0,31.0
10879,45.0,45.0
10880,56.0,56.0
10881,85.0,85.0
10882,89.0,89.0
10883,,69.1
10884,,52.93333333333333
10885,,61.84615384615385
10886,16.0,16.0
10887,,73.11111111111111
10888,,58.125
10889,,41.2
10890,,55.733333333333334
10891,,63.666666666666664
10892,17.0,17.0
10893,71.0,71.0
10894,,55.733333333333334
10895,37.0,37.0
10896,,58.25
10897,100.0,100.0
10898,,49.869565217391305
10899,,58.0
10900,70.0,70.0
10901,11.0,11.0
10902,,60.5
10903,59.0,59.0
10904,84.0,84.0
10905,30.0,30.0
10906,,41.5
10907,10.0,10.0
10908,12.0,12.0
10909,13.0,13.0
10910,38.0,38.0
10911,59.0,59.0
10912,18.0,18.0
10913,52.0,52.0
10914,17.0,17.0
10915,53.0,53.0
10916,29.0,29.0
10917,72.0,72.0
10918,54.0,54.0
10919,,2.0
10920,,48.6
10921,,58.8
10922,,70.28571428571429
10923,,49.857142857142854
10924,,75.0
10925,,65.72727272727273
10926,,70.28571428571429
10927,,65.72727272727273
10928,,73.0909090909091
10929,,50.25
10930,,45.8
10931,,44.4
10932,,70.25
10933,,54.083333333333336
10934,34.0,34.0
10935,46.0,46.0
10936,38.0,38.0
10937,,61.81818181818182
10938,,51.57142857142857
10939,,59.75
10940,,50.208333333333336
10941,50.0,50.0
10942,,
10943,,65.625
10944,,65.72727272727273
10945,,66.75
10946,,71.27777777777777
10947,,73.11111111111111
10948,,65.625
10949,,65.75
10950,70.0,70.0
10951,,54.5
10952,,55.733333333333334
10953,39.0,39.0
10954,,41.166666666666664
10955,69.0,69.0
10956,70.0,70.0
10957,,49.46666666666667
10958,,63.25
10959,42.0,42.0
10960,84.0,84.0
10961,96.0,96.0
10962,,56.5
10963,,69.1
10964,58.0,58.0
10965,19.0,19.0
10966,34.0,34.0
10967,28.0,28.0
10968,1.0,1.0
10969,,46.1
10970,44.0,44.0
10971,49.0,49.0
10972,,65.63636363636364
10973,32.0,32.0
10974,23.0,23.0
10975,77.0,77.0
10976,67.0,67.0
10977,57.0,57.0
10978,46.0,46.0
10979,29.0,29.0
10980,55.0,55.0
10981,,54.083333333333336
10982,33.0,33.0
10983,55.0,55.0
10984,46.0,46.0
10985,82.0,82.0
10986,84.0,84.0
10987,61.0,61.0
10988,74.0,74.0
10989,53.0,53.0
10990,51.0,51.0
10991,67.0,67.0
10992,70.0,70.0
10993,89.0,89.0
10994,79.0,79.0
10995,64.0,64.0
10996,54.0,54.0
10997,72.0,72.0
10998,50.0,50.0
10999,90.0,90.0
11000,,55.733333333333334
11001,,41.166666666666664
11002,,69.1
11003,91.0,91.0
11004,83.0,83.0
11005,73.0,73.0
11006,25.0,25.0
11007,44.0,44.0
11008,71.0,71.0
11009,8.0,8.0
11010,28.0,28.0
11011,56.0,56.0
11012,32.0,32.0
11013,65.0,65.0
11014,2.0,2.0
11015,10.0,10.0
11016,41.0,41.0
11017,61.0,61.0
11018,27.0,27.0
11019,86.0,86.0
11020,79.0,79.0
11021,82.0,82.0
11022,100.0,100.0
11023,59.0,59.0
11024,71.0,71.0
11025,21.0,21.0
11026,62.0,62.0
11027,41.0,41.0
11028,,63.25
11029,73.0,73.0
11030,87.0,87.0
11031,26.0,26.0
11032,44.0,44.0
11033,81.0,81.0
11034,82.0,82.0
11035,100.0,100.0
11036,,46.1
11037,32.0,32.0
11038,40.0,40.0
11039,94.0,94.0
11040,,55.0
11041,73.0,73.0
11042,65.0,65.0
11043,60.0,60.0
11044,29.0,29.0
11045,43.0,43.0
11046,28.0,28.0
11047,36.0,36.0
11048,36.0,36.0
11049,18.0,18.0
11050,23.0,23.0
11051,2.0,2.0
11052,23.0,23.0
11053,38.0,38.0
11054,64.0,64.0
11055,94.0,94.0
11056,,53.125
11057,,68.8
11058,92.0,92.0
11059,16.0,16.0
11060,47.0,47.0
11061,44.0,44.0
11062,53.0,53.0
11063,46.0,46.0
11064,79.0,79.0
11065,20.0,20.0
11066,65.0,65.0
11067,88.0,88.0
11068,52.0,52.0
11069,16.0,16.0
11070,73.0,73.0
11071,100.0,100.0
11072,,47.75
11073,100.0,100.0
11074,33.0,33.0
11075,51.0,51.0
11076,94.0,94.0
11077,,69.1
11078,67.0,67.0
11079,84.0,84.0
11080,13.0,13.0
11081,92.0,92.0
11082,47.0,47.0
11083,11.0,11.0
11084,83.0,83.0
11085,94.0,94.0
11086,,41.5
11087,79.0,79.0
11088,99.0,99.0
11089,54.0,54.0
11090,55.0,55.0
11091,95.0,95.0
11092,10.0,10.0
11093,33.0,33.0
11094,78.0,78.0
11095,66.0,66.0
11096,50.0,50.0
11097,48.0,48.0
11098,96.0,96.0
11099,77.0,77.0
11100,40.0,40.0
11101,30.0,30.0
11102,50.0,50.0
11103,,59.6
11104,44.0,44.0
11105,57.0,57.0
11106,6.0,6.0
11107,75.0,75.0
11108,90.0,90.0
11109,65.0,65.0
11110,82.0,82.0
11111,55.0,55.0
11112,15.0,15.0
11113,84.0,84.0
11114,75.0,75.0
11115,18.0,18.0
11116,49.0,49.0
11117,41.0,41.0
11118,53.0,53.0
11119,25.0,25.0
11120,39.0,39.0
11121,95.0,95.0
11122,46.0,46.0
11123,17.0,17.0
11124,67.0,67.0
11125,17.0,17.0
11126,62.0,62.0
11127,,73.11111111111111
11128,,69.57142857142857
11129,94.0,94.0
11130,,70.06666666666666
11131,,88.66666666666667
11132,63.0,63.0
11133,,65.63636363636364
11134,72.0,72.0
11135,,
11136,66.0,66.0
11137,74.0,74.0
11138,26.0,26.0
11139,33.0,33.0
11140,,49.46666666666667
11141,40.0,40.0
11142,54.0,54.0
11143,,41.2
11144,60.0,60.0
11145,,40.63636363636363
11146,54.0,54.0
11147,53.0,53.0
11148,9.0,9.0
11149,80.0,80.0
11150,41.0,41.0
11151,33.0,33.0
11152,42.0,42.0
11153,19.0,19.0
11154,86.0,86.0
11155,17.0,17.0
11156,23.0,23.0
11157,,70.06666666666666
11158,42.0,42.0
11159,,40.63636363636363
11160,,73.0909090909091
11161,,40.63636363636363
11162,,65.72727272727273
11163,,51.0
11164,64.0,64.0
11165,,85.0
11166,,55.0
11167,93.0,93.0
11168,49.0,49.0
11169,58.0,58.0
11170,23.0,23.0
11171,19.0,19.0
11172,25.0,25.0
11173,40.0,40.0
11174,60.0,60.0
11175,46.0,46.0
11176,79.0,79.0
11177,42.0,42.0
11178,25.0,25.0
11179,30.0,30.0
11180,72.0,72.0
11181,23.0,23.0
11182,1.0,1.0
11183,29.0,29.0
11184,37.0,37.0
11185,47.0,47.0
11186,35.0,35.0
11187,,40.63636363636363
11188,,55.30769230769231
11189,,65.72727272727273
11190,62.0,62.0
11191,77.0,77.0
11192,,47.75
11193,62.0,62.0
11194,82.0,82.0
11195,91.0,91.0
11196,30.0,30.0
11197,100.0,100.0
11198,95.0,95.0
11199,61.0,61.0
11200,98.0,98.0
11201,56.0,56.0
11202,,61.25
11203,97.0,97.0
11204,82.0,82.0
11205,30.0,30.0
11206,38.0,38.0
11207,77.0,77.0
11208,93.0,93.0
11209,73.0,73.0
11210,67.0,67.0
11211,17.0,17.0
11212,51.0,51.0
11213,,
11214,30.0,30.0
11215,14.0,14.0
11216,76.0,76.0
11217,86.0,86.0
11218,98.0,98.0
11219,77.0,77.0
11220,38.0,38.0
11221,77.0,77.0
11222,16.0,16.0
11223,78.0,78.0
11224,87.0,87.0
11225,75.0,75.0
11226,64.0,64.0
11227,13.0,13.0
11228,,50.25
11229,,63.25
11230,71.0,71.0
11231,30.0,30.0
11232,35.0,35.0
11233,40.0,40.0
11234,78.0,78.0
11235,99.0,99.0
11236,27.0,27.0
11237,46.0,46.0
11238,57.0,57.0
11239,35.0,35.0
11240,88.0,88.0
11241,19.0,19.0
11242,,70.06666666666666
11243,92.0,92.0
11244,,67.46666666666667
11245,98.0,98.0
11246,91.0,91.0
11247,52.0,52.0
11248,83.0,83.0
11249,38.0,38.0
11250,90.0,90.0
11251,83.0,83.0
11252,,67.46666666666667
11253,,65.72727272727273
11254,71.0,71.0
11255,,71.27777777777777
11256,54.0,54.0
11257,72.0,72.0
11258,4.0,4.0
11259,61.0,61.0
11260,72.0,72.0
11261,,65.75
11262,,70.06666666666666
11263,64.0,64.0
11264,6.0,6.0
11265,,39.44444444444444
11266,39.0,39.0
11267,97.0,97.0
11268,69.0,69.0
11269,88.0,88.0
11270,,64.42857142857143
11271,68.0,68.0
11272,78.0,78.0
11273,7.0,7.0
11274,39.0,39.0
11275,16.0,16.0
11276,69.0,69.0
11277,80.0,80.0
11278,84.0,84.0
11279,58.0,58.0
11280,88.0,88.0
11281,,51.57142857142857
11282,82.0,82.0
11283,78.0,78.0
11284,71.0,71.0
11285,91.0,91.0
11286,79.0,79.0
11287,70.0,70.0
11288,83.0,83.0
11289,94.0,94.0
11290,33.0,33.0
11291,,71.66666666666667
11292,,49.75
11293,,49.5
11294,31.0,31.0
11295,83.0,83.0
11296,62.0,62.0
11297,82.0,82.0
11298,78.0,78.0
11299,,
11300,48.0,48.0
11301,,66.85714285714286
11302,47.0,47.0
11303,16.0,16.0
11304,,41.166666666666664
11305,12.0,12.0
11306,84.0,84.0
11307,19.0,19.0
11308,,61.0
11309,9.0,9.0
11310,20.0,20.0
11311,,41.166666666666664
11312,,46.94736842105263
11313,35.0,35.0
11314,,51.0
11315,,80.0
11316,,59.75
11317,,72.0
11318,42.0,42.0
11319,72.0,72.0
11320,,44.0
11321,40.0,40.0
11322,25.0,25.0
11323,,52.93333333333333
11324,15.0,15.0
11325,,52.93333333333333
11326,100.0,100.0
11327,,59.75
11328,,32.0
11329,87.0,87.0
11330,84.0,84.0
11331,69.0,69.0
11332,78.0,78.0
11333,64.0,64.0
11334,59.0,59.0
11335,86.0,86.0
11336,,58.42857142857143
11337,,49.857142857142854
11338,,69.1
11339,,59.75
11340,83.0,83.0
11341,,2.0
11342,19.0,19.0
11343,26.0,26.0
11344,66.0,66.0
11345,43.0,43.0
11346,9.0,9.0
11347,29.0,29.0
11348,48.0,48.0
11349,,44.4
11350,15.0,15.0
11351,,65.625
11352,77.0,77.0
11353,78.0,78.0
11354,74.0,74.0
11355,82.0,82.0
11356,81.0,81.0
11357,78.0,78.0
11358,86.0,86.0
11359,82.0,82.0
11360,,60.2
11361,89.0,89.0
11362,80.0,80.0
11363,89.0,89.0
11364,82.0,82.0
11365,70.0,70.0
11366,75.0,75.0
11367,68.0,68.0
11368,89.0,89.0
11369,95.0,95.0
11370,93.0,93.0
11371,57.0,57.0
11372,92.0,92.0
11373,83.0,83.0
11374,86.0,86.0
11375,75.0,75.0
11376,85.0,85.0
11377,84.0,84.0
11378,79.0,79.0
11379,84.0,84.0
11380,72.0,72.0
11381,70.0,70.0
11382,85.0,85.0
11383,75.0,75.0
11384,87.0,87.0
11385,55.0,55.0
11386,80.0,80.0
11387,80.0,80.0
11388,88.0,88.0
11389,87.0,87.0
11390,,64.66666666666667
11391,59.0,59.0
11392,85.0,85.0
11393,,63.07692307692308
11394,,55.875
11395,87.0,87.0
11396,83.0,83.0
11397,96.0,96.0
11398,3.0,3.0
11399,84.0,84.0
11400,,73.0909090909091
11401,,49.625
11402,74.0,74.0
11403,98.0,98.0
11404,25.0,25.0
11405,66.0,66.0
11406,24.0,24.0
11407,78.0,78.0
11408,92.0,92.0
11409,89.0,89.0
11410,85.0,85.0
11411,81.0,81.0
11412,80.0,80.0
11413,83.0,83.0
11414,88.0,88.0
11415,64.0,64.0
11416,86.0,86.0
11417,58.0,58.0
11418,89.0,89.0
11419,100.0,100.0
11420,76.0,76.0
11421,82.0,82.0
11422,45.0,45.0
11423,,59.61538461538461
11424,50.0,50.0
11425,39.0,39.0
11426,35.0,35.0
11427,38.0,38.0
11428,13.0,13.0
11429,83.0,83.0
11430,86.0,86.0
11431,76.0,76.0
11432,,56.5
11433,,55.733333333333334
11434,54.0,54.0
11435,80.0,80.0
11436,96.0,96.0
11437,66.0,66.0
11438,71.0,71.0
11439,100.0,100.0
11440,54.0,54.0
11441,17.0,17.0
11442,56.0,56.0
11443,,51.69230769230769
11444,74.0,74.0
11445,87.0,87.0
11446,52.0,52.0
11447,85.0,85.0
11448,66.0,66.0
11449,79.0,79.0
11450,82.0,82.0
11451,82.0,82.0
11452,94.0,94.0
11453,49.0,49.0
11454,89.0,89.0
11455,,46.75
11456,53.0,53.0
11457,31.0,31.0
11458,89.0,89.0
11459,85.0,85.0
11460,79.0,79.0
11461,77.0,77.0
11462,84.0,84.0
11463,91.0,91.0
11464,91.0,91.0
11465,82.0,82.0
11466,91.0,91.0
11467,1.0,1.0
11468,85.0,85.0
11469,47.0,47.0
11470,76.0,76.0
11471,1.0,1.0
11472,36.0,36.0
11473,80.0,80.0
11474,36.0,36.0
11475,17.0,17.0
11476,84.0,84.0
11477,82.0,82.0
11478,78.0,78.0
11479,48.0,48.0
11480,81.0,81.0
11481,82.0,82.0
11482,81.0,81.0
11483,57.0,57.0
11484,,73.0909090909091
11485,94.0,94.0
11486,84.0,84.0
11487,79.0,79.0
11488,95.0,95.0
11489,84.0,84.0
11490,80.0,80.0
11491,,58.55555555555556
11492,88.0,88.0
11493,93.0,93.0
11494,83.0,83.0
11495,80.0,80.0
11496,60.0,60.0
11497,83.0,83.0
11498,74.0,74.0
11499,,41.2
11500,90.0,90.0
11501,,36.23076923076923
11502,55.0,55.0
11503,26.0,26.0
11504,21.0,21.0
11505,42.0,42.0
11506,17.0,17.0
11507,76.0,76.0
11508,66.0,66.0
11509,84.0,84.0
11510,81.0,81.0
11511,1.0,1.0
11512,2.0,2.0
11513,,58.42857142857143
11514,71.0,71.0
11515,,50.208333333333336
11516,45.0,45.0
11517,,88.66666666666667
11518,,36.23076923076923
11519,,55.733333333333334
11520,13.0,13.0
11521,10.0,10.0
11522,42.0,42.0
11523,12.0,12.0
11524,18.0,18.0
11525,26.0,26.0
11526,36.0,36.0
11527,47.0,47.0
11528,47.0,47.0
11529,37.0,37.0
11530,31.0,31.0
11531,,20.5
11532,6.0,6.0
11533,73.0,73.0
11534,,46.1
11535,37.0,37.0
11536,83.0,83.0
11537,25.0,25.0
11538,82.0,82.0
11539,,49.1764705882353
11540,69.0,69.0
11541,69.0,69.0
11542,,65.72727272727273
11543,31.0,31.0
11544,68.0,68.0
11545,80.0,80.0
11546,88.0,88.0
11547,24.0,24.0
11548,,67.46666666666667
11549,25.0,25.0
11550,63.0,63.0
11551,64.0,64.0
11552,58.0,58.0
11553,81.0,81.0
11554,,70.06666666666666
11555,90.0,90.0
11556,85.0,85.0
11557,57.0,57.0
11558,83.0,83.0
11559,18.0,18.0
11560,41.0,41.0
11561,16.0,16.0
11562,14.0,14.0
11563,34.0,34.0
11564,92.0,92.0
11565,42.0,42.0
11566,36.0,36.0
11567,92.0,92.0
11568,37.0,37.0
11569,61.0,61.0
11570,37.0,37.0
11571,47.0,47.0
11572,89.0,89.0
11573,32.0,32.0
11574,51.0,51.0
11575,1.0,1.0
11576,30.0,30.0
11577,54.0,54.0
11578,,46.333333333333336
11579,100.0,100.0
11580,87.0,87.0
11581,59.0,59.0
11582,,51.57142857142857
11583,,41.5
11584,94.0,94.0
11585,17.0,17.0
11586,27.0,27.0
11587,89.0,89.0
11588,24.0,24.0
11589,59.0,59.0
11590,35.0,35.0
11591,43.0,43.0
11592,75.0,75.0
11593,64.0,64.0
11594,18.0,18.0
11595,9.0,9.0
11596,17.0,17.0
11597,100.0,100.0
11598,6.0,6.0
11599,67.0,67.0
11600,90.0,90.0
11601,80.0,80.0
11602,,71.33333333333333
11603,40.0,40.0
11604,83.0,83.0
11605,91.0,91.0
11606,92.0,92.0
11607,99.0,99.0
11608,43.0,43.0
11609,100.0,100.0
11610,35.0,35.0
11611,87.0,87.0
11612,11.0,11.0
11613,90.0,90.0
11614,41.0,41.0
11615,77.0,77.0
11616,79.0,79.0
11617,77.0,77.0
11618,,49.1764705882353
11619,21.0,21.0
11620,35.0,35.0
11621,44.0,44.0
11622,14.0,14.0
11623,,52.93333333333333
11624,70.0,70.0
11625,,61.84615384615385
11626,76.0,76.0
11627,46.0,46.0
11628,55.0,55.0
11629,56.0,56.0
11630,53.0,53.0
11631,,48.6
11632,93.0,93.0
11633,49.0,49.0
11634,,32.0
11635,83.0,83.0
11636,,71.33333333333333
11637,86.0,86.0
11638,19.0,19.0
11639,,2.0
11640,77.0,77.0
11641,32.0,32.0
11642,,56.72727272727273
11643,,39.44444444444444
11644,,59.61538461538461
11645,43.0,43.0
11646,,68.8
11647,78.0,78.0
11648,44.0,44.0
11649,,40.63636363636363
11650,29.0,29.0
11651,,44.4
11652,6.0,6.0
11653,21.0,21.0
11654,37.0,37.0
11655,48.0,48.0
11656,,49.1764705882353
11657,80.0,80.0
11658,44.0,44.0
11659,14.0,14.0
11660,4.0,4.0
11661,,47.75
11662,42.0,42.0
11663,40.0,40.0
11664,43.0,43.0
11665,71.0,71.0
11666,2.0,2.0
11667,7.0,7.0
11668,44.0,44.0
11669,8.0,8.0
11670,46.0,46.0
11671,72.0,72.0
11672,25.0,25.0
11673,81.0,81.0
11674,24.0,24.0
11675,28.0,28.0
11676,,44.4
11677,,41.5
11678,67.0,67.0
11679,69.0,69.0
11680,,49.1764705882353
11681,,59.916666666666664
11682,23.0,23.0
11683,23.0,23.0
11684,60.0,60.0
11685,1.0,1.0
11686,10.0,10.0
11687,3.0,3.0
11688,11.0,11.0
11689,13.0,13.0
11690,20.0,20.0
11691,88.0,88.0
11692,6.0,6.0
11693,7.0,7.0
11694,66.0,66.0
11695,39.0,39.0
11696,16.0,16.0
11697,3.0,3.0
11698,38.0,38.0
11699,69.0,69.0
11700,22.0,22.0
11701,60.0,60.0
11702,72.0,72.0
11703,24.0,24.0
11704,30.0,30.0
11705,76.0,76.0
11706,75.0,75.0
11707,84.0,84.0
11708,7.0,7.0
11709,35.0,35.0
11710,75.0,75.0
11711,31.0,31.0
11712,42.0,42.0
11713,47.0,47.0
11714,47.0,47.0
11715,2.0,2.0
11716,31.0,31.0
11717,77.0,77.0
11718,58.0,58.0
11719,,53.38461538461539
11720,52.0,52.0
11721,78.0,78.0
11722,8.0,8.0
11723,73.0,73.0
11724,,70.0
11725,36.0,36.0
11726,36.0,36.0
11727,12.0,12.0
11728,17.0,17.0
11729,69.0,69.0
11730,10.0,10.0
11731,49.0,49.0
11732,7.0,7.0
11733,23.0,23.0
11734,,44.0
11735,,49.1764705882353
11736,42.0,42.0
11737,,73.0909090909091
11738,,74.66666666666667
11739,46.0,46.0
11740,22.0,22.0
11741,61.0,61.0
11742,55.0,55.0
11743,22.0,22.0
11744,19.0,19.0
11745,67.0,67.0
11746,32.0,32.0
11747,45.0,45.0
11748,80.0,80.0
11749,46.0,46.0
11750,54.0,54.0
11751,56.0,56.0
11752,54.0,54.0
11753,61.0,61.0
11754,,59.75
11755,87.0,87.0
11756,84.0,84.0
11757,,51.57142857142857
11758,36.0,36.0
11759,,46.1
11760,,65.63636363636364
11761,,71.33333333333333
11762,71.0,71.0
11763,40.0,40.0
11764,12.0,12.0
11765,59.0,59.0
11766,20.0,20.0
11767,67.0,67.0
11768,79.0,79.0
11769,68.0,68.0
11770,62.0,62.0
11771,79.0,79.0
11772,73.0,73.0
11773,85.0,85.0
11774,83.0,83.0
11775,69.0,69.0
11776,,71.33333333333333
11777,83.0,83.0
11778,,70.06666666666666
11779,,51.69230769230769
11780,12.0,12.0
11781,53.0,53.0
11782,50.0,50.0
11783,,51.0
11784,,45.375
11785,,67.46666666666667
11786,14.0,14.0
11787,,46.75
11788,49.0,49.0
11789,77.0,77.0
11790,35.0,35.0
11791,39.0,39.0
11792,46.0,46.0
11793,33.0,33.0
11794,53.0,53.0
11795,91.0,91.0
11796,,58.42857142857143
11797,97.0,97.0
11798,,54.5
11799,76.0,76.0
11800,,49.46666666666667
11801,8.0,8.0
11802,29.0,29.0
11803,77.0,77.0
11804,53.0,53.0
11805,34.0,34.0
11806,42.0,42.0
11807,4.0,4.0
11808,,71.27777777777777
11809,22.0,22.0
11810,,49.869565217391305
11811,32.0,32.0
11812,23.0,23.0
11813,2.0,2.0
11814,68.0,68.0
11815,58.0,58.0
11816,12.0,12.0
11817,8.0,8.0
11818,68.0,68.0
11819,,50.25
11820,100.0,100.0
11821,76.0,76.0
11822,87.0,87.0
11823,,49.46666666666667
11824,77.0,77.0
11825,66.0,66.0
11826,82.0,82.0
11827,90.0,90.0
11828,57.0,57.0
11829,98.0,98.0
11830,,86.0
11831,30.0,30.0
11832,97.0,97.0
11833,77.0,77.0
11834,44.0,44.0
11835,39.0,39.0
11836,,51.0
11837,76.0,76.0
11838,32.0,32.0
11839,61.0,61.0
11840,25.0,25.0
11841,51.0,51.0
11842,51.0,51.0
11843,90.0,90.0
11844,82.0,82.0
11845,24.0,24.0
11846,56.0,56.0
11847,85.0,85.0
11848,2.0,2.0
11849,86.0,86.0
11850,15.0,15.0
11851,78.0,78.0
11852,51.0,51.0
11853,,59.166666666666664
11854,,39.44444444444444
11855,81.0,81.0
11856,60.0,60.0
11857,83.0,83.0
11858,96.0,96.0
11859,19.0,19.0
11860,51.0,51.0
11861,57.0,57.0
11862,54.0,54.0
11863,54.0,54.0
11864,,49.5
11865,47.0,47.0
11866,69.0,69.0
11867,28.0,28.0
11868,74.0,74.0
11869,59.0,59.0
11870,,59.6
11871,70.0,70.0
11872,73.0,73.0
11873,,59.6
11874,81.0,81.0
11875,77.0,77.0
11876,29.0,29.0
11877,5.0,5.0
11878,,47.75
11879,,46.333333333333336
11880,,59.61538461538461
11881,,49.15
11882,,36.23076923076923
11883,9.0,9.0
11884,96.0,96.0
11885,10.0,10.0
11886,26.0,26.0
11887,100.0,100.0
11888,,53.38461538461539
11889,,67.16666666666667
11890,,59.75
11891,,58.42857142857143
11892,87.0,87.0
11893,21.0,21.0
11894,,39.44444444444444
11895,,58.8
11896,,36.23076923076923
11897,76.0,76.0
11898,15.0,15.0
11899,31.0,31.0
11900,37.0,37.0
11901,,49.15
11902,37.0,37.0
11903,35.0,35.0
11904,86.0,86.0
11905,67.0,67.0
11906,38.0,38.0
11907,18.0,18.0
11908,67.0,67.0
11909,,52.5
11910,,49.1764705882353
11911,,41.2
11912,,36.23076923076923
11913,,45.375
11914,,36.23076923076923
11915,,49.5
11916,,48.6
11917,,45.375
11918,,55.30769230769231
11919,,51.69230769230769
11920,,51.69230769230769
11921,,53.38461538461539
11922,,50.208333333333336
11923,,32.0
11924,,66.18181818181819
11925,78.0,78.0
11926,80.0,80.0
11927,59.0,59.0
11928,82.0,82.0
11929,53.0,53.0
11930,,53.125
11931,8.0,8.0
11932,58.0,58.0
11933,46.0,46.0
11934,37.0,37.0
11935,95.0,95.0
11936,15.0,15.0
11937,,44.0
11938,62.0,62.0
11939,,70.06666666666666
11940,36.0,36.0
11941,19.0,19.0
11942,21.0,21.0
11943,65.0,65.0
11944,6.0,6.0
11945,29.0,29.0
11946,,84.0
11947,,45.375
11948,100.0,100.0
11949,78.0,78.0
11950,100.0,100.0
11951,78.0,78.0
11952,71.0,71.0
11953,83.0,83.0
11954,57.0,57.0
11955,70.0,70.0
11956,67.0,67.0
11957,57.0,57.0
11958,87.0,87.0
11959,28.0,28.0
11960,93.0,93.0
11961,80.0,80.0
11962,85.0,85.0
11963,96.0,96.0
11964,,60.2
11965,75.0,75.0
11966,,2.0
11967,,49.869565217391305
11968,72.0,72.0
11969,79.0,79.0
11970,,86.0
11971,90.0,90.0
11972,86.0,86.0
11973,92.0,92.0
11974,96.0,96.0
11975,69.0,69.0
11976,89.0,89.0
11977,33.0,33.0
11978,84.0,84.0
11979,59.0,59.0
11980,93.0,93.0
11981,,36.23076923076923
11982,81.0,81.0
11983,,39.44444444444444
11984,66.0,66.0
11985,,56.72727272727273
11986,61.0,61.0
11987,17.0,17.0
11988,99.0,99.0
11989,74.0,74.0
11990,70.0,70.0
11991,70.0,70.0
11992,39.0,39.0
11993,88.0,88.0
11994,94.0,94.0
11995,100.0,100.0
11996,97.0,97.0
11997,1.0,1.0
11998,25.0,25.0
11999,91.0,91.0
12000,52.0,52.0
12001,,48.6
12002,2.0,2.0
12003,,47.2
12004,,54.083333333333336
12005,47.0,47.0
12006,76.0,76.0
12007,,76.0
12008,59.0,59.0
12009,58.0,58.0
12010,52.0,52.0
12011,92.0,92.0
12012,30.0,30.0
12013,90.0,90.0
12014,86.0,86.0
12015,85.0,85.0
12016,75.0,75.0
12017,69.0,69.0
12018,23.0,23.0
12019,67.0,67.0
12020,53.0,53.0
12021,79.0,79.0
12022,95.0,95.0
12023,2.0,2.0
12024,91.0,91.0
12025,,67.46666666666667
12026,53.0,53.0
12027,9.0,9.0
12028,,47.75
12029,84.0,84.0
12030,,56.5
12031,97.0,97.0
12032,29.0,29.0
12033,60.0,60.0
12034,4.0,4.0
12035,62.0,62.0
12036,63.0,63.0
12037,49.0,49.0
12038,48.0,48.0
12039,31.0,31.0
12040,60.0,60.0
12041,91.0,91.0
12042,96.0,96.0
12043,72.0,72.0
12044,100.0,100.0
12045,62.0,62.0
12046,60.0,60.0
12047,86.0,86.0
12048,68.0,68.0
12049,81.0,81.0
12050,97.0,97.0
12051,84.0,84.0
12052,51.0,51.0
12053,81.0,81.0
12054,59.0,59.0
